Date,ActualReturn,sigma_EGARCH,VaR_95,ES_95,VaR_99,ES_99
2024-01-25,0.5424083292647097,0.5629214455256022,-0.9259233813615524,-1.1611452753062532,-1.3095511080504816,-1.5003062415524517
2024-01-26,-0.12711545057664253,0.5469238050030649,-0.899609604325391,-1.1281467373105158,-1.2723350310312074,-1.4576691025398052
2024-01-29,0.7888095693230568,0.5407400083830103,-0.889438164026564,-1.115391340823308,-1.2579493689106425,-1.4411879598523092
2024-01-30,-0.07735270997564214,0.5438311376515009,-0.8945226192152166,-1.1217674527550847,-1.265140410912781,-1.4494264815356177
2024-01-31,-1.6452021314492526,0.527703897772849,-0.8679956702080995,-1.088501588507645,-1.2276228407069325,-1.4064439324761064
2024-02-01,1.3003147599585319,0.9623028693496299,-1.5828473648755474,-1.9849544533086267,-2.2386512342949128,-2.5647432916702058
2024-02-02,1.0472523763920272,0.9407875980817468,-1.5474578928957252,-1.9405746277073677,-2.188599228721461,-2.5074004847324463
2024-02-05,-0.36479361768799734,0.9056075111995641,-1.489591799391099,-1.8680082119262653,-2.106758108394523,-2.413638016901052
2024-02-06,0.28990996511062406,0.8968100147273517,-1.4751212054106875,-1.8498615032790313,-2.0862920711795097,-2.3901908041998694
2024-02-07,0.8305804378600179,0.8190137220115,-1.3471576911736407,-1.6893900939174475,-1.9053108310117293,-2.1828470185633964
2024-02-08,0.04416510140750063,0.7872073378610478,-1.2948408448435575,-1.6237826579698085,-1.8313181168623984,-2.09807619122783
2024-02-09,0.5762824472143713,0.7147243539999396,-1.1756169459473487,-1.4742710788331466,-1.6626974814529727,-1.9048935119081087
2024-02-12,-0.04391126191025663,0.6810463687567391,-1.120221589771652,-1.4048030673409508,-1.5843507720804744,-1.8151344667253344
2024-02-13,-1.3868816318248989,0.6408293309069995,-1.0540704491992632,-1.321846868288282,-1.4907919515785126,-1.707947445548023
2024-02-14,0.9046689646543093,0.9403391657347003,-1.5467202873232433,-1.9396496405618142,-2.187556019084258,-2.506205316464235
2024-02-15,0.6875917613889726,0.8952303924946732,-1.4725229580520531,-1.846603196268662,-2.0826173203567304,-2.38598077256256
2024-02-16,-0.4992423999654605,0.8426225287724459,-1.3859907226023789,-1.7380882819932184,-1.9602331284286967,-2.2457695460680656
2024-02-20,-0.552050716000263,0.8738515893532286,-1.4373579561649665,-1.8025048652196243,-2.0328827871190933,-2.3290016824160085
2024-02-21,0.0905417391415142,0.9111652634427909,-1.4987334883260683,-1.8794722586593224,-2.1196873735099993,-2.428450617212859
2024-02-22,2.04842329008903,0.8211032584818456,-1.350594672815536,-1.6937002075565832,-1.9101718197372486,-2.188416080878093
2024-02-23,0.06894399534163043,0.8683223732221393,-1.4282632049575459,-1.7910996802905497,-2.020019906927421,-2.314265136956064
2024-02-26,-0.36692144952894523,0.7828385387651722,-1.287654809805284,-1.614771080121319,-1.8211547703735966,-2.086432405751668
2024-02-27,0.18558991527735103,0.7953051640295189,-1.3081605835871897,-1.6404861477204826,-1.8501564775537733,-2.1196586326859275
2024-02-28,-0.13224591766238802,0.7277992973615319,-1.1971233139578488,-1.5012409319625373,-1.6931143481454174,-1.9397410368856405
2024-02-29,0.3588451188289099,0.6991607216576418,-1.1500170488405808,-1.442167775069352,-1.626491058441115,-1.8634130976691827
2024-03-01,0.934454195051071,0.6545311112598519,-1.076607872308345,-1.3501097061077643,-1.5226670591729454,-1.7444656253885
2024-03-04,-0.10729701735954222,0.6519050422109276,-1.0722883731085968,-1.3446928798471494,-1.5165579090238959,-1.737466588815697
2024-03-05,-1.0044495658969588,0.6291952904408087,-1.034934155542349,-1.2978491840156106,-1.4637271262734846,-1.6769402354574527
2024-03-06,0.5054421313091417,0.8190491419219403,-1.3472159517417948,-1.6894631550203536,-1.9053932300450809,-2.1829414202123854
2024-03-07,0.9877652478228249,0.7671988159473562,-1.2619297550038837,-1.5825108235591439,-1.7847713344457823,-2.0447491940953584
2024-03-08,-0.6020342567088832,0.7533291478480645,-1.2391161811261506,-1.5539016815348576,-1.752505661549343,-2.0077835574456495
2024-03-11,-0.0860290465595881,0.8209668257176965,-1.3503702608885904,-1.6934187859466092,-1.9098544296664208,-2.1880524583349614
2024-03-12,1.070004096794186,0.7699418853324065,-1.2664417026308634,-1.5881689879115686,-1.7911526680780405,-2.0520600616277895
2024-03-13,-0.15687360793688043,0.7605511593552703,-1.2509953329476635,-1.5687986171667372,-1.7693065726654298,-2.0270317652141556
2024-03-14,-0.1978864597534269,0.7320917082602213,-1.204183701592924,-1.5100949428983483,-1.7030999891140932,-1.9511812314523949
2024-03-15,-0.6890222494845943,0.7158159781583797,-1.1774125079036266,-1.4765227859657455,-1.6652369789932115,-1.9078029241384564
2024-03-18,0.5925560342371128,0.8093583731057992,-1.3312760555066165,-1.6694738820687056,-1.8828491306118296,-2.1571134453575223
2024-03-19,0.5541628089186013,0.7642280289562174,-1.257043245246609,-1.5763829431841454,-1.7778602504447185,-2.036831410360957
2024-03-20,0.9206944260736982,0.7233131303294922,-1.189744225844088,-1.4919872577689313,-1.6826779630078397,-1.9277844407170017
2024-03-21,0.3299140030712522,0.7108208785468421,-1.1691963001906052,-1.4662193300222515,-1.6536166396312888,-1.8944899136217423
2024-03-22,-0.18975301378141296,0.6628782973554986,-1.0903377716326084,-1.3673275537739027,-1.5420855178007766,-1.7667126644704905
2024-03-25,-0.27668755194483197,0.6546218636675526,-1.076757146735306,-1.3502969022614406,-1.522878180843664,-1.7447074999960346
